OTUID	Taxon	Confidence
71c441d04349d94e677c77d89565a86a	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales; s__uncultured_bacterium	0.9985903016317349
28fc1ddc3403fdb3e6f5c5118f19bb3e	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__Methanobacterium_formicicum	0.9607127343050756
57a226ed1d6939eeedc9b06f7d7a9d60	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__uncultured_bacterium	0.868061383562637
01bc4b3ab584165971d21e30711c53f3	d__Bacteria; p__Firmicutes; c__Syntrophomonadia; o__Syntrophomonadales; f__Syntrophomonadaceae	0.9999999999935797
fb4dc497ea47effb4e92bb71f9c4270a	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__uncultured; g__uncultured	0.999998501271814
143e6af4cb31b3fe42ba897da3b9401b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__uncultured; s__uncultured_bacterium	0.9971077740934404
f8e4d199375183fb0c22aee14f1885c6	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__uncultured; g__uncultured	0.9999982131087629
26bc738cce23f6d932823aa594d5d7cf	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Lactivibrio	0.999999996394808
9273c6d1722f08bb9c75740f99866b2e	d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus	0.9999999999771404
8f5b897008807f4857b7517225bdc2a4	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae	0.9999968001411145
99ebc3fd7be0a94952e00751f9337419	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Thauera	0.9950963072138972
d47974c2da911e3b5fb7b86c996ea708	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__bacterium_NLAE-zl-C162	0.9901468106873691
4e6ca7e0dd6035e00169be290937bdda	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Smithellaceae; g__Smithella	0.8528745359807832
a5851d8b35685cf64d625e66b4e9ff3c	d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus	0.9999999998402731
69179c4a6011d0c9d30036cf18626520	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.9999998602666703
f0e497775529ca675af7e691cf3966e2	d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus	0.9999999998966838
4f45cdb936617c6c1d357b4fcab581e5	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__uncultured	0.9996527947302851
58e2d718cf63a52cddd3f1bceedf277e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17; s__uncultured_Cytophagales_bacterium	0.7828211044530082
d15bc449222795a9ff230013aa633686	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.9999998450654233
5113eeef0052be3861782d50d5c50dcb	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales; f__Holophagaceae; g__uncultured	0.7923319483610302
0802867cfb9cdaedb0691b7586002741	d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfomicrobiaceae; g__Desulfomicrobium; s__uncultured_bacterium	0.9920826014665345
9b558ac7e9b0613b54024f1124769050	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Smithellaceae; g__Smithella; s__uncultured_bacterium	0.9391977937955839
37b51272226a2eecb4bbb6742c2ae077	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__uncultured_bacterium	0.735482515268727
11b6e034fa40ca4558812f7edd541df1	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Smithellaceae; g__Smithella;Ambiguous_taxa	0.7874640018815732
1d64c4b5a6f492764f34e0c3be5f0c22	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__uncultured_archaeon	0.852951865197781
a241772aa94117cb1ddecc05b4b3c396	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Lacunisphaera; s__metagenome	0.8807463679664973
0b44ba06ee47a7b572aa13a4b247a82c	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__JGI-0000079-D21; s__uncultured_bacterium	0.991562293506375
5528b449ca6b8532e78d326553464e57	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Flexilinea	0.9999999899144439
3baa6d2eb334e87f65778a4022f3b4a8	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SJA-15; f__SJA-15; g__SJA-15	0.99999993601822
9913d8e906d187af3072462549c40c56	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Thermoanaerobaculum; s__uncultured_bacterium	0.9994418761470071
2da1ffca6c2b57046ba9d58302618c34	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Macellibacteroides; s__uncultured_bacterium	0.9529450592328909
1be4de3d34c1c2a6a3f57d8c973348d7	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Smithellaceae; g__Smithella; s__uncultured_bacterium	0.9235450687373129
04a6f0841acd3d813635efc741af644e	d__Bacteria; p__Firmicutes; c__Incertae_Sedis; o__DTU014; f__DTU014; g__DTU014; s__metagenome	0.7534220334410693
e335f74033bc634af43ee6baa84fa247	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Romboutsia; s__uncultured_bacterium	0.7337918210636051
9524d32abd6a128046a6ec168867efb9	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales;Ambiguous_taxa	0.999770587919206
872aa28beec683f3ecb8ac38b0ca0542	d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfobulbaceae; g__Desulfobulbus	0.9888630812698919
8706cf753c1c61b73cc17b14697f3fb9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17	0.9999999678704554
107273e73071282e4d0f4a0b46548da5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	0.9729484116689883
6f3f563545967c09e5553ec8e11d64ac	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptospiraceae; g__RBG-16-49-21; s__uncultured_soil_bacterium	0.9486013824052638
ed6fac06b54a200b64e94eee3378756b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae	0.9921171827843874
6c45c58ed1375501b8eee5833e6d25d9	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__Syntrophus; s__uncultured_bacterium	0.8552442857008781
9a991f34ef8f769a2477b96375ca17d4	d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta	0.99993440965842
a3710e3fb3bc7a5db2fde6a7ee502ff4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Paludibacter	0.9886894364125188
141be26526f8c79d51587ebfd5099647	d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured;Ambiguous_taxa	0.9033800892153102
3ca949a76f1c55fe6b0d682fe5682c59	d__Bacteria; p__Firmicutes; c__Incertae_Sedis; o__DTU014; f__DTU014; g__DTU014; s__uncultured_Selenomonadales_bacterium	0.9941827902352199
7b7d98c9d158aca00dff29d7652682f5	d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus; s__uncultured_Syntrophorhabdaceae_bacterium_SJA-51	0.9990359312062346
8e77d7333b96194d27f1624b48c6a368	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured	0.9989979775896848
b3d684bf08f8249d487951ecd28fa5ab	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Candidatus_Anammoximicrobium; s__uncultured_bacterium	0.9994622219443025
204d9693819e264016fa332edbab7ccb	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__uncultured_archaeon	0.7756409656908947
7b4f1e3961a5e98906a71ed2a823e0ac	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptospiraceae; g__RBG-16-49-21; s__uncultured_soil_bacterium	0.8736259771254952
fa6c0be817ef2536a174d63c93eb0b64	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium	0.9999948828897721
0177b068b338834e7607c473076fadc0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales	0.9991341319784477
d825bbe91bc57edd9dcfca27596caecf	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Atopobium; s__uncultured_Olsenella_sp.	0.988477312841358
b1b4127591350d60dd86648050be31a0	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomethylophilaceae; g__uncultured; s__uncultured_archaeon	0.7660161287205366
cec13331a718b1373086b908b02be2e4	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__uncultured;Ambiguous_taxa	0.7798027077047307
6b38f98f0046543f822bc42303c65fb7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17	0.9886490345213161
a1020689c6eca91a8159b2c6ebd44a78	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__Syntrophus	0.9946055393865229
40874d61006874f7c87d904707d320d9	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1; s__uncultured_bacterium	0.8497856850258536
fb09bd939ee8acee32c4ce2863f79ab0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__uncultured;Ambiguous_taxa	0.9984856284542538
56c3f28d380f722ff38431ed648b25cc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999742608288889
9d06acc0f37c899abf0bf25031d5eee9	d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	0.7365869534955164
c2f51c12309ee0be57dfe7abae71149d	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaeraceae	0.9982664142424331
b8ebb670c767aaac261db48a142213fd	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Zoogloea; s__uncultured_bacterium	0.8262247780288745
02b4cbe5c2955ab2f66dc82cdf6dad64	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium	0.9636174325218247
6b45ece78257d3986b73dcda170f8bab	d__Bacteria; p__Caldisericota; c__Caldisericia; o__Caldisericales; f__Caldisericaceae; g__Caldisericum	0.9999999999810809
3e8ba13b3b42bf02a4af3802f84380d8	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea	0.8664146346328839
fba1377065d491543f50ae3b64635fb9	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured	0.808668223994638
145e8ae8ccdccab9165e10470354e17e	d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta; s__metagenome	0.8824931498667558
37f004671c936285c26471120596b2f5	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Sarcina; s__uncultured_bacterium	0.7011979026244607
5ff6e42886da8db2ee8070bef5366dc5	d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus; s__uncultured_bacterium	0.9605560313075822
ed51afd0dfac2ee04ddaa9bc230caf6c	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Smithellaceae; g__Smithella; s__uncultured_bacterium	0.8618059776999282
081031aaf6bdc4d9be62ba995ecf2df0	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__uncultured; s__uncultured_bacterium	0.8040559219878687
4ada64d789329ce44874559601607380	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriaceae; g__Ignavibacterium; s__uncultured_bacterium	0.9997697716711381
dfb63e088b5c0ac6c59bd6752d537105	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__uncultured_bacterium	0.7491655135898624
c5dc97f3124977a979f23452d3dbe005	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobium; s__metagenome	0.9302504719522091
b24b37eb0496bb1879b771cea6e04cce	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae	0.9999971931233774
1815b0675323850980a1c7b9cf085641	d__Bacteria; p__Firmicutes; c__BRH-c20a; o__BRH-c20a; f__BRH-c20a; g__BRH-c20a;Ambiguous_taxa	0.9982123961679588
1148de25b6834007897c93e77a664a71	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__uncultured; s__uncultured_bacterium	0.9984326423501149
8a5ba5c13a289e426432ad230d6fdba3	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__Syntrophus	0.99972246674619
15e7e6a881ae28b3c7cf3fc08938d51a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Gallicola; s__uncultured_bacterium	0.9795781545747432
944df4b4f08c965e828a38579afab44d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Butyrivibrio	0.7306575460919976
0a9e86e9af695681d6ea3cd27c79a17d	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__S-70; f__S-70; g__S-70; s__uncultured_bacterium	0.9999845799856518
7af6ae689696e9ea838fbb88ee9afb78	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Dechloromonas; s__uncultured_bacterium	0.7928798605655168
be4d9d00cbe125d88ffcf073a192d46e	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Smithellaceae; g__Smithella; s__uncultured_bacterium	0.7572444954408669
dff98ecabf52b3b8f4bb8211d920c68a	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Longilinea;Ambiguous_taxa	0.8112225613458498
a79cec8cf5c2f08b4951e64622690dc8	d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus; s__uncultured_bacterium	0.9983567159860036
74aaf8d2b16f98e2e47773401914a22c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Aquaspirillaceae; g__Rivicola;Ambiguous_taxa	0.8018703741023775
9d413fdf5eec253e5ea993dc1c751390	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__Syntrophus	0.9995719522113
a757fd7a769864632f6dc361aa1563c7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__uncultured	0.9994359301964877
b288ae52d58f2c81fb7fcb171902605d	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__uncultured; s__metagenome	0.9807005191898095
9d05014a16ab5a0ee4363d6de545af19	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__Sva0081_sediment_group	0.9999050080788852
6d7ab39b5c532c6374d937e712ddcba0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17; s__uncultured_anaerobic_bacterium	0.8597306682688381
d7457aba8079de58bd2287d09f75fc9c	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_Anaerolineaceae_bacterium	0.7216467682848443
4d72007c70f4abc0bf9e8fe8b826d07d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9524738978647976
cc6bf0ec0de71ff1948f8ae93e6a9eb8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobium; s__Bacteroidetes_bacterium_ADurb.BinA012	0.8144721313483211
4207c12eb787ec5930ac846b340801db	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae; g__CI75cm.2.12; s__uncultured_bacterium	0.7078903124694184
a058dc0534c3b2a4b7064afdcf9c2ae2	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_Desulfobulbaceae_bacterium	0.9999999529975849
e1e0950f18e814ccace25739d2373bef	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Propionivibrio; s__uncultured_bacterium	0.8309027852580407
c59c87e68b8a0be6dbfedf1a7f1c6c7b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__uncultured_bacterium	0.9673191917488778
07ad9d876beb16869504b233cfa37a5d	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__FS117-23B-02; f__FS117-23B-02; g__FS117-23B-02; s__uncultured_bacterium	0.9968888416306395
b81db69ccccec17ec53913b00a222d90	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Ellin516; s__uncultured_bacterium	0.778436019618942
a1309e0f84e394bfe184ade1fd2021c2	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__Syntrophus	0.9239855242965939
9acb555d3c5dd77e9035a661e7ad1bb6	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1; s__uncultured_bacterium	0.7174273241781653
59153e7d093b3e4e4339e50cffcfc4fb	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Aminivibrio	0.8075661046215395
2239a1ff8c798f469f9713ea2a5732b5	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__Anaeromusa-Anaeroarcus; s__uncultured_bacterium	0.9422345008350044
4366544f11b67ab42e0847836788a7ed	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae	0.9999284159185421
1c07435442afefcd7197049617b0691c	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	0.9623670976075468
d9c90d638628e51d7274f0525de20759	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28; s__uncultured_sludge_bacterium	0.9999314395988067
a1a500819a581d1b0095f015e811d6c0	d__Bacteria; p__Latescibacterota	0.7474963225736232
27ff221b9219c748665b637114f75eb8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.9999903301634626
2377dea54d38a91fcbad9c6e7306f72d	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_soil_bacterium_PBS-II-5	0.9941183932606497
338579d101cbfe61650c0b3fb97b2f21	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter	0.9851503857235706
9fdc808b9e1b092b85b7fe11eaaa31b8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.9999994433311836
7a2b620acd82070a7069ca3b781387d5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__uncultured; s__uncultured_bacterium	0.9914464148567544
b92673ddde71097352946995bfd563bc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae	0.9150611524037644
a9fa45298d3b4183b0c836d2394fd7d3	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Leptolinea; s__uncultured_bacterium	0.9954856309896924
de38799911b64e0604f16f955d1f0e5d	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Desulfovirga; s__uncultured_bacterium	0.717667402943141
83e0fa14a2f10676585e5e12c28d6f8a	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B)	0.9980861729481658
98f253573f4c4c41f59322485c7b5e9f	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured	0.9978921258030332
89bb116546ee99b1e2f9b9018d9a9637	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae	0.9999999816123666
0882f3a9ce83af2c021405e517603a0c	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1; s__uncultured_bacterium	0.8674872642914201
96c21dd299fdded3a9c265608a29fafd	d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus	0.9999999996832715
f9284c47b6d0be55013dee02f25fdf99	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus; s__uncultured_bacterium	0.9811394688162561
380dd0f6882c618d853f3060f5a0526e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__Thiobacillus	0.9999549227378219
d42423676386218711ae8eaf72ae5103	d__Bacteria; p__Caldisericota; c__Caldisericia; o__Caldisericales; f__Caldisericaceae; g__Caldisericum; s__uncultured_Caldiserica_bacterium	0.9435160979025571
73fafa9f3d7acfaa5a1917c47829906f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__uncultured; s__uncultured_bacterium	0.9511951023183116
d642356d338fa513beddc60a78e01ac9	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__Syntrophus	0.9996274891290764
6ed81579ed9b2ab1ae435f85725f4b2e	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae	0.9983532584520041
3961e6fa2b092c5fb9a20d8f890ba1e7	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SJA-15; f__SJA-15; g__SJA-15	0.9999999973898654
fef40cf8699e5ee6daa7db81486fbf14	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured	0.9993978372621467
